priority_score,tier,new_this_run,title,game_url,has_discord,discord_url,discord_server,discord_members,discord_online,discord_via,active,peak_active_seen,visits,visits_growth_per_day,favorites,likes,dislikes,like_ratio,heat_active_per_1k_visits,age_days,created,last_updated,creator_type,creator_name,creator_url,group_members,owner_name,owner_url,owner_roblox_signal,discord_name_signal,youtube,tiktok,twitter_x,twitch,instagram,other_links,genre,max_players,universe_id,place_id,found_via,checked_at_utc
1200,1-BEST (MUST BUY),NEW,Transform Into Anything! 🔵 [2 Player Obby],https://www.roblox.com/games/108505304755958/,,,,,,,594,594,12372,,41,12,2,85.7,48.01,94,2026-06-23,2026-09-25,Group,Hexology,https://www.roblox.com/groups/819619754,484,njbesz,https://www.roblox.com/users/10919443101/profile,,,,,,,,,All,10,10383076753,108505304755958,search:transform,2026-09-25 19:14
